YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
2005,"Pittsnogle, Kevin",PF,81.25,259.2,27.6,NA,82.5,106,NA,NA,NA,NA,NA,NA,NA,NA,1.015,NA,NA,NA
2005,"Powell, Carlos",SF-PF,77.25,221.8,26.13,NA,82.75,105,NA,NA,27.5,34.5,11.54,NA,3.21,12,1.071,NA,132.5,139.5
2005,"Powell, Roger",SF,76.75,218.6,26.09,NA,83.5,104,NA,NA,NA,NA,NA,NA,NA,NA,1.088,NA,NA,NA
2005,"Price, Ronnie",PG,72.75,184.8,24.55,NA,77.5,96.5,NA,NA,31.5,39,10.49,NA,3.29,11,1.065,NA,128,135.5
2005,"Roberson, Anthony",PG,72.75,178.8,23.75,NA,74.75,95,NA,NA,31.5,37,11.17,NA,3.19,14,1.027,NA,126.5,132
2005,"Rush, Brandon",SG-SF,77,211.4,25.07,NA,83.25,104.5,NA,NA,32.5,35,11.33,NA,3.31,0,1.081,NA,137,139.5
2005,"Schenscher, Luke",C,83.75,241.6,24.21,NA,89,111.5,NA,NA,23.5,26.5,12.4,NA,3.47,1,1.063,NA,135,138
2005,"Simien, Wayne",PF,79.25,255.8,28.63,NA,84,107,NA,NA,27,27.5,11.05,NA,3.35,11,1.06,NA,134,134.5
2005,"Simmons, Tre",SG-SF,76,194.2,23.64,NA,79.5,102.5,NA,NA,27,31.5,10.8,NA,3.18,3,1.046,NA,129.5,134
2005,"Simon, David",C-PF,80,258.8,28.43,NA,87.5,108,NA,NA,28,33,11.98,NA,3.44,18,1.094,NA,136,141
2005,"Taft, Chris",PF,80.5,261,28.31,NA,85.75,109,NA,NA,28.5,33,11.26,NA,3.27,14,1.065,NA,137.5,142
2005,"Thomas, Chris",PG,71.75,176.2,24.06,NA,75,95,NA,NA,28.5,34,10.84,NA,3.33,14,1.045,NA,123.5,129
2005,"Thomas, Omar",SF-SG,75.25,200,24.83,NA,80,102,NA,NA,25,29.5,11.11,NA,3.27,6,1.063,NA,127,131.5
2005,"Thompson, Dijon",SF-SG,78.25,195.8,22.48,NA,81.75,105.5,NA,NA,NA,NA,NA,NA,NA,NA,1.045,NA,NA,NA
2005,"Turiaf, Ronny",PF,80,237.8,26.12,NA,85.5,106.5,NA,NA,30.5,33,11.5,NA,3.23,15,1.069,NA,137,139.5
2005,"Villanueva, Charlie",PF-SF,81,236.6,25.35,NA,84.25,109,NA,NA,26,31,10.86,NA,3.3,11,1.04,NA,135,140
2005,"Warrick, Hakim",PF-SF,79.25,215,24.07,NA,86,108,NA,NA,33,38,NA,NA,3.22,11,1.085,NA,141,146
2005,"Webster, Martell",SF,78,229.6,26.53,NA,83,106,NA,NA,28,30.5,11.39,NA,3.39,7,1.064,NA,134,136.5
2005,"Whaley, Robert",PF-C,80,269.4,29.59,NA,86,108,NA,NA,28.5,33.5,12.11,NA,3.25,15,1.075,NA,136.5,141.5
2005,"Williams, Deron",PG,73.75,202.4,26.16,NA,78.25,98,NA,NA,30,35,10.83,NA,3.25,15,1.061,NA,128,133
2005,"Williams, Jawad",SF,79,218,24.56,NA,85.25,106.5,NA,NA,28,34,11.39,NA,3.23,15,1.079,NA,134.5,140.5
2005,"Williams, Marvin",PF-SF,79,228.2,25.7,NA,87.5,108,NA,NA,29.5,35,11.11,NA,3.17,12,1.108,NA,137.5,143
2005,"Wright, Antoine",SF-SG,77.25,202.6,23.87,NA,80.75,104.5,NA,NA,26.5,29.5,11.45,NA,3.41,12,1.045,NA,131,134
2005,"Wright, Bracey",SG-PG,73.25,186.8,24.47,NA,82,100.5,NA,NA,30,36,11.58,NA,3.27,8,1.119,NA,130.5,136.5
2004,"Allen, Tony",SG,75.5,214,26.39,0.067,81,102,NA,NA,31.5,36.5,10.7,NA,3.19,17,1.073,NA,133.5,138.5
2004,"Ariza, Trevor",SG-SF,79,201,22.64,0.08,86,107.5,NA,NA,29.5,32,11.63,NA,3.29,8,1.089,NA,137,139.5
2004,"Barrett, Andre",PG,68.75,171,25.43,0.067,73,92,NA,NA,29,34.5,10.63,NA,3.08,13,1.062,NA,121,126.5
2004,"Bass, Brandon",PF,78.25,246,28.24,0.093,86.5,106.5,NA,NA,31.5,33,11.61,NA,3.24,18,1.105,NA,138,139.5
2004,"Bobbitt, Tony",SG,74.75,185,23.28,0.073,79,100,NA,NA,NA,NA,NA,NA,NA,1,1.057,NA,NA,NA
2004,"Boddicker, Brian",SF-PF,79.5,230,25.58,0.112,82,105.5,NA,NA,28,30,10.93,NA,3.25,16,1.031,NA,133.5,135.5
2004,"Bowers, Tim",PG-SG,72.5,181,24.21,0.026,81,98,NA,NA,37,43.5,11.24,NA,3.21,13,1.117,NA,135,141.5
2004,"Brown, Andre",PF-C,80,236,25.92,0.06,83,107,NA,NA,32,35.5,11.7,NA,3.22,18,1.038,NA,139,142.5
2004,"Burks, Antonio",PG,72,191,25.9,0.099,78.5,96.5,NA,NA,NA,NA,NA,NA,NA,9,1.09,NA,NA,NA
2004,"Butler, Jackie",C,80,263,28.89,0.163,85.5,109,NA,NA,23,25,13.32,NA,3.4,14,1.069,NA,132,134
2004,"Capin, Aleksandar",PG,72,176,23.87,0.093,73.5,94,NA,NA,23,29,11.5,NA,3.27,4,1.021,NA,117,123
2004,"Chan, Ales",C,84,255,25.41,0.148,87,113,NA,NA,21,29,12.9,NA,3.62,2,1.036,NA,134,142
2004,"Childress, Josh",SG-SF,77.75,196,22.79,0.093,83,105,NA,NA,29,36,11.95,NA,3.38,11,1.068,NA,134,141
2004,"Cummings, TJ",SF,79.5,215,23.91,0.067,81.5,106.5,NA,NA,27,31,11.58,NA,3.12,6,1.025,NA,133.5,137.5
2004,"Daniels, Erik",SF-PF,78.25,223,25.6,0.185,83,106,NA,NA,31,32,11.38,NA,3.19,4,1.061,NA,137,138
2004,"Deng, Luol",SF,79,220,24.78,0.067,84.5,108.5,NA,NA,27.5,31.5,11.46,NA,3.34,5,1.07,NA,136,140
2004,"Douthit, Marcus",C-PF,81.5,223,23.6,0.137,88,111.5,NA,NA,25.5,31.5,11.64,NA,3.34,1,1.08,NA,137,143
2004,"Duhon, Chris",PG,72,193,26.17,0.067,78.5,98,NA,NA,31.5,35,10.45,NA,3.14,7,1.09,NA,129.5,133
2004,"Edwards, John",C,83.25,264,26.78,0.141,88.5,113,NA,NA,NA,NA,NA,NA,NA,15,1.063,NA,NA,NA
2004,"Emmett, Andre",SG-SF,75.5,216,26.64,0.067,81,100,NA,NA,NA,NA,NA,NA,NA,NA,1.073,NA,NA,NA
2004,"Farmer, Desmon",SG,76.5,214,25.71,0.053,80.5,103,NA,NA,24,31,10.89,NA,3.2,12,1.052,NA,127,134
2004,"Flores, Luis",PG-SG,72.5,202,27.02,0.06,79.5,98.5,NA,NA,29,32,10.97,NA,3.1,15,1.097,NA,127.5,130.5
2004,"Freije, Matt",SF-PF,80.25,234,25.54,0.108,85,108.5,NA,NA,29.5,31,11.15,NA,3.25,13,1.059,NA,138,139.5
2004,"Garnett, Chris",C-PF,80.25,260,28.38,0.148,85,108,NA,NA,27,31.5,11.75,NA,3.36,22,1.059,NA,135,139.5
2004,"Gomes, Ryan",SF-PF,78.5,248,28.29,NA,86,106.5,NA,NA,26.5,30.5,12.49,NA,3.24,9,1.096,NA,133,137
2004,"Gordon, Ben",PG-SG,73,192,25.33,0.053,80.5,99,NA,NA,31.5,37.5,11.28,NA,3.19,12,1.103,NA,130.5,136.5
2004,"Harris, Devin",PG,73.75,170,21.97,0.053,79.5,98.5,NA,NA,30.5,37,11.03,NA,3.19,5,1.078,NA,129,135.5
2004,"Howard, Dwight",PF-C,81,240,25.72,0.105,88.5,111.5,NA,NA,30.5,35.5,11.21,NA,3.14,7,1.093,NA,142,147
2004,"Howell, Rolando",PF,79.5,229,25.47,0.117,84.5,107,NA,NA,28.5,34.5,11.91,NA,3.28,NA,1.063,NA,135.5,141.5
2004,"Humphries, Kris",PF,80.25,238,25.98,0.067,84.5,106.5,NA,NA,29.5,36,11.33,NA,3.2,22,1.053,NA,136,142.5
2004,"Iguodala, Andre",SG-SF,77.75,217,25.24,0.067,83,105.5,NA,NA,30.5,34.5,11.17,NA,3.18,4,1.068,NA,136,140
2004,"Iti, Martin",C-PF,80.5,233,25.28,0.105,89,111.5,NA,NA,26.5,32.5,12.28,NA,3.41,13,1.106,NA,138,144
2004,"Jackson, Luke",SF-SG,78,212,24.5,0.08,80.5,103,NA,NA,26.5,36,11.1,NA,3.24,13,1.032,NA,129.5,139
2004,"Jefferson, Al",PF-SF,80.5,263,28.53,0.105,86.5,110,NA,NA,28.5,30,13.08,NA,3.29,3,1.075,NA,138.5,140
2004,"Johnson, Arthur",PF-C,79,262,29.51,0.163,87,109,NA,NA,26.5,28.5,11.81,NA,3.38,14,1.101,NA,135.5,137.5
2004,"Koljevic, Ivan",PG,73,172,22.69,0.067,74.5,95,NA,NA,26,28.5,11.07,NA,3.28,4,1.021,NA,121,123.5
2004,"Lamizana, Herve",SF-PF,79.5,210,23.36,0.067,85.5,107,NA,NA,NA,NA,NA,NA,NA,NA,1.075,NA,NA,NA
2004,"Lishouk, Sergei",PF-SF,82.25,244,25.36,0.105,84,109.5,NA,NA,NA,NA,NA,NA,NA,NA,1.021,NA,NA,NA
2004,"Livingston, Shaun",PG-SG,78.25,186,21.36,0.067,83,105.5,NA,NA,26.5,30,10.72,NA,3.23,NA,1.061,NA,132,135.5
2004,"Lloreda, Jaime",PF,78.75,247,28,0.099,81.5,107,NA,NA,25.5,29.5,12.93,NA,3.23,6,1.035,NA,132.5,136.5
2004,"Matthews, Bryant",SF-SG,77.75,206,23.96,0.067,84.5,105.5,NA,NA,29,34.5,11.08,NA,3.13,13,1.087,NA,134.5,140
2004,"Melvin, Marcus",SF-PF,78.75,241,27.32,0.105,84,105.5,NA,NA,25,30.5,11.81,NA,3.33,11,1.067,NA,130.5,136
2004,"Melzer, Rich",PF-SF,79.5,229,25.47,0.124,86,107,NA,NA,24.5,28.5,11.74,NA,3.39,8,1.082,NA,131.5,135.5
2004,"Minard, Ricky",PG-SG,75.25,198,24.58,0.08,79,101.5,NA,NA,27.5,33,10.94,NA,3.1,13,1.05,NA,129,134.5
2004,"Moore, James",PF-SF,78.5,198,22.59,0.08,84.5,107,NA,NA,28.5,32.5,11.01,NA,3.21,NA,1.076,NA,135.5,139.5
2004,"Moore, Marcus",PG-SG,76,202,24.59,0.148,81,101.5,NA,NA,25,30,11.31,NA,3.34,NA,1.066,NA,126.5,131.5
2004,"Morandais, Michel",SG-SF,75.75,205,25.12,0.086,83.5,102,NA,NA,30.5,33.5,11.45,NA,3.22,16,1.102,NA,132.5,135.5
2004,"Nelson, Jameer",PG,71,199,27.75,0.08,74.5,95,NA,NA,28.5,33.5,10.95,NA,3.14,15,1.049,NA,123.5,128.5
2004,"Nikagbatse, Misan",SG-PG,75.5,223,27.5,0.129,82,102,NA,NA,27.5,32.5,11.27,NA,3.32,11,1.086,NA,129.5,134.5
2004,"Okafor, Emeka",C-PF,80.75,257,27.71,0.053,88,110.5,NA,NA,31.5,34,12.32,NA,3.15,22,1.09,NA,142,144.5
2004,"Orr, Randall",PF-SF,81,19300.00%,20.68,0.067,82.5,107.5,NA,NA,26.5,33,11.18,NA,3.27,6,1.019,NA,134,140.5
2004,"Page, Dylan",SF,79.5,239,26.58,0.123,79,105,NA,NA,26,30,10.99,NA,3.4,17,0.994,NA,131,135
2004,"Paulding, Rickey",SG,74.75,210,26.42,0.053,81.5,101.5,NA,NA,30,36,11.14,NA,3.17,17,1.09,NA,131.5,137.5
2004,"Pena, Kelvin",SG-PG,74.25,182,23.21,0.086,78.5,99.5,NA,NA,27.5,32.5,11.5,NA,3.24,1,1.057,NA,127,132
2004,"Pickett, Tim",PG-SG,75,207,25.87,0.06,79.5,100.5,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA
2004,"Quintero, Omar",PG,69.75,170,24.56,0.141,71.5,92.5,NA,NA,25,29,11.37,NA,3.25,2,1.025,NA,117.5,121.5
2004,"Ramos, Peter",C,85.75,266,25.43,0.067,89.5,111.5,NA,NA,24,26.5,12.61,NA,3.6,2,1.044,NA,135.5,138
2004,"Reiner, Jared",C-PF,82,246,25.72,0.129,84.5,109,NA,NA,22,26,12.65,NA,3.56,15,1.03,NA,131,135
2004,"Roberts, Lawrence",PF,79.5,233,25.92,0.093,81.5,106.5,NA,NA,27.5,33,12.52,NA,3.3,18,1.025,NA,134,139.5
2004,"Robinson, Bernard",SG-SF,77.25,208,24.5,0.06,82,102,NA,NA,28.5,34.5,10.91,NA,3.17,14,1.061,NA,130.5,136.5
2004,"Robinson, Nate",PG,67.75,181,27.72,0.067,73,91.5,NA,NA,35.5,43.5,10.75,NA,2.96,13,1.077,NA,127,135
2004,"Sanders, Aerick",PF,78.5,205,23.39,0.067,83.5,106,NA,NA,24.5,30.5,11.98,NA,3.37,9,1.064,NA,130.5,136.5
2004,"Sato, Romain",SG,74,204,26.19,0.06,83,102.5,NA,NA,31.5,35.5,11.27,NA,3.18,8,1.122,NA,134,138
2004,"Sekulic, Blagota",SF-PF,81.25,234,24.92,0.093,83,107,NA,NA,23.5,31.5,10.93,NA,3.39,8,1.022,NA,130.5,138.5
2004,"Smith, J.R.",SG-SF,77.5,227,26.57,0.067,82,104,NA,NA,29,35.5,10.93,NA,3.21,5,1.058,NA,133,139.5
2004,"Smith, Josh",SG-SF,79,221,24.89,0.067,84,106.5,NA,NA,32.5,39.5,11.43,NA,3.24,12,1.063,NA,139,146
2004,"Snyder, Kirk",SG-SF,78,228,26.35,0.093,81,104,NA,NA,30,35,10.79,NA,3.13,19,1.038,NA,134,139
2004,"Sow, Pape",PF-C,80.5,233,25.28,0.093,86,108.5,NA,NA,28,31.5,12.13,NA,3.27,18,1.068,NA,136.5,140
2004,"Splitter, Tiago",C-PF,82.25,233,24.21,0.053,86,109.5,NA,NA,26,31.5,11.65,NA,3.38,8,1.046,NA,135.5,141
2004,"Timmerrmans, Tom",PF-C,82.5,272,28.09,0.152,83,107.5,NA,NA,23,26.5,13.13,NA,3.63,15,1.006,NA,130.5,134
2004,"Tomas, Marko",SG-PG,78.5,198,22.59,0.093,79,103.5,NA,NA,32,31.5,11.8,NA,3.23,NA,1.006,NA,135.5,135
2004,"Udrih, Beno",PG,74.5,199,25.21,0.093,76.5,98,NA,NA,NA,NA,NA,NA,NA,2,1.027,NA,NA,NA
2004,"Vroman, Jackson",PF-C,81.25,226,24.07,0.067,84,105.5,NA,NA,29.5,33.5,10.75,NA,3.25,12,1.034,NA,135,139
2004,"West, Delonte",PG-SG,73.5,183,23.81,0.067,78,99.5,NA,NA,30,35,11.2,NA,3.15,12,1.061,NA,129.5,134.5
2004,"Wilkins, Damien",SG-SF,76.5,222,26.67,0.073,84,106,NA,NA,26.5,31,11.92,NA,3.15,15,1.098,NA,132.5,137
2004,"Williams, Mike",SF,77.5,197,23.06,0.093,83.5,105.5,NA,NA,23.5,27.5,11.59,NA,3.42,NA,1.077,NA,129,133
2004,"Williams, Nate",PF-SF,80.5,240,26.04,0.124,85.5,109.5,NA,NA,23.5,26,12.6,NA,3.35,1,1.062,NA,133,135.5
2004,"Wright, Rashad",PG,72.5,190,25.41,0.08,82,98.5,NA,NA,28.5,32.5,11.15,NA,3.28,10,1.131,NA,127,131
2003,"Anagonye, Aloysius",PF,78.75,257,29.13,0.105,86.5,106,NA,NA,31,34.5,12.93,NA,3.3,6,1.098,NA,137,140.5
2003,"Anderson, Rick",SF-PF,80.25,216,23.58,0.099,83,106.5,NA,NA,26,30.5,11.23,NA,3.4,6,1.034,NA,132.5,137
2003,"Anthony, Carmelo",SF,78.25,233,26.75,0.08,84,105.5,NA,NA,30.5,33.5,11.4,NA,3.15,7,1.073,NA,136,139
2003,"Beasley, Jerome",SF-PF,81,237,25.39,0.099,84.5,107,NA,NA,27,32,11.36,NA,3.25,10,1.043,NA,134,139
2003,"Bell, Troy",PG,72.25,178,23.97,0.053,77,97.5,NA,NA,34.5,41,10.89,NA,3.06,17,1.066,NA,132,138.5
2003,"Blanchard, LaVell",SF,78,205,23.69,0.117,78,101.5,NA,NA,33.5,36.5,11.64,NA,3.38,12,1,NA,135,138
2003,"Bogans, Keith",SG,76.25,213,25.75,0.08,81.25,101,NA,NA,29.5,35,11.43,NA,3.25,10,1.066,NA,130.5,136
2003,"Bonner, Matt",PF-SF,80.5,242,26.25,0.136,80.75,105.5,NA,NA,27,32,11.52,NA,3.32,20,1.003,NA,132.5,137.5
2003,"Bosh, Chris",PF,82.25,225,23.38,0.08,87.5,109,NA,NA,30.5,33,11.8,NA,3.3,9,1.064,NA,139.5,142
2003,"Boyette, Jermaine",PG-SG,73,187,24.67,0.073,76,96,NA,NA,29,35.5,11.2,NA,3.07,14,1.041,NA,125,131.5
2003,"Camara, Souleymane",PF-SF,81.75,211,22.2,0.099,86.25,109,NA,NA,28.5,34.5,11.51,NA,3.2,2,1.055,NA,137.5,143.5
2003,"Carroll, Matt",SG-SF,77,207,24.54,0.067,78.5,98.5,NA,NA,29,33.5,11.11,NA,3.35,13,1.019,NA,127.5,132
2003,"Collison, Nick",PF,80.75,255,27.49,0.17,85.5,108,NA,NA,28,33,11.62,NA,3.28,8,1.059,NA,136,141
2003,"Cook, Brian",PF-SF,81.5,234,24.77,0.105,86,109,NA,NA,25,29,11.87,NA,3.45,6,1.055,NA,134,138
2003,"Cornette, Joel",PF-SF,80.25,239,26.09,0.129,81.25,105.5,NA,NA,26,32.5,11.27,NA,3.14,13,1.012,NA,131.5,138
2003,"Daniels, Marquis",SG-PG,77.25,198,23.33,0.04,82,103.5,NA,NA,30.5,35,11.62,NA,3.25,6,1.061,NA,134,138.5
2003,"Djuric, Aleksander",C-PF,82,253,26.45,0.163,84,108,NA,NA,23.5,27.5,11.97,NA,3.65,3,1.024,NA,131.5,135.5
2003,"Douglas, Ruben",SG,75.5,193,23.8,0.06,79.25,100.5,NA,NA,28.5,35,11.95,NA,3.27,9,1.05,NA,129,135.5
2003,"Dupree, Ronald",SF-SG,78,209,24.15,0.067,80.25,101,NA,NA,37.5,41.5,11.09,NA,3.23,11,1.029,NA,138.5,142.5
2003,"English, Carl",SG-PG,76,201,24.46,0.08,77.25,98.5,NA,NA,28,34,11.77,NA,3.32,11,1.016,NA,126.5,132.5
2003,"Ere, Ebi",SG,75.5,210,25.9,0.141,82.5,102,NA,NA,29.5,33.5,11.38,NA,3.16,NA,1.093,NA,131.5,135.5
2003,"Estill, Marquis",PF-C,80.5,257,27.88,0.117,88,108,NA,NA,30,36,12.92,NA,3.31,7,1.093,NA,138,144
2003,"Ford, T.J.",PG,71,162,22.59,0.067,71.5,93.5,NA,NA,32.5,39.5,11.45,NA,3.2,0,1.007,NA,126,133
2003,"Gardner, Jason",PG,69.75,194,28.03,0.093,73,92,NA,NA,30.5,35,10.62,NA,3.17,10,1.047,NA,122.5,127
2003,"Green, Willie",SG-PG,74.5,201,25.46,0.08,79.25,100,NA,NA,28.5,28.5,11.86,NA,3.19,13,1.064,NA,128.5,128.5
2003,"Hamilton, Justin",PG-SG,75,217,27.12,0.08,83,103,NA,NA,30,37.5,11.18,NA,3.18,17,1.107,NA,133,140.5
2003,"Hansen, Travis",SG,76.5,200,24.02,0.06,78.5,100.5,NA,NA,31.5,35,10.72,NA,3.18,16,1.026,NA,132,135.5
2003,"Harvey, Trevor",C-PF,81.5,245,25.93,0.105,85,109.5,NA,NA,29.5,32,11.85,NA,3.32,11,1.043,NA,139,141.5
2003,"Hatten, Marcus",PG,72.75,163,21.65,0.04,78.25,98,NA,NA,29.5,37.5,11.5,NA,3.15,7,1.076,NA,127.5,135.5
2003,"Hinrich, Kirk",PG-SG,74.75,186,23.4,0.053,78,98.5,NA,NA,29,33.5,10.98,NA,3.1,10,1.043,NA,127.5,132
2003,"Holman, Jerry",PF,80.75,232,25.01,0.06,87.25,109.5,NA,NA,33,37.5,11.54,NA,3.24,11,1.08,NA,142.5,147
2003,"Hoskin, Sam",PF,79.25,261,29.21,NA,82.75,107.5,NA,NA,NA,NA,NA,NA,NA,24,1.044,NA,NA,NA
2003,"Howard, Josh",SF-SG,77.25,202,23.8,0.06,86,105.5,NA,NA,33,36.5,10.89,NA,3.09,4,1.113,NA,138.5,142
2003,"Hunter, Brandon",PF,78.5,266,30.35,0.08,86.75,105.5,NA,NA,32.5,35,11.13,NA,3.21,25,1.105,NA,138,140.5
2003,"Ibrahim, Sani",C-PF,80.5,229,24.84,0.093,85,109.5,NA,NA,26,30.5,13.02,NA,3.4,12,1.056,NA,135.5,140
2003,"Ignerski, Michael",PF-SF,81.5,232,24.55,0.105,82.75,107,NA,NA,26.5,33,11.21,NA,3.13,10,1.015,NA,133.5,140
2003,"Jackson, Robert",PF-C,79.75,254,28.08,0.159,84,107.5,NA,NA,23.5,26,11.26,NA,3.25,15,1.053,NA,131,133.5
2003,"James, LeBron",SF-SG,79.25,245,27.42,0.067,84.25,106.3,NA,NA,NA,NA,NA,NA,NA,NA,1.063,NA,NA,NA
2003,"Johnsen, Britton",SF-PF,82,212,22.16,0.073,82.75,107.5,NA,NA,26.5,32.5,10.67,NA,3.08,13,1.009,NA,134,140
2003,"Jones, Dahntay",SG-SF,76.75,214,25.54,0.026,81,102.5,NA,NA,30,39.5,10.91,NA,3.11,NA,1.055,NA,132.5,142
2003,"Jones, James",SF,79.25,218,24.4,0.067,86.5,107.5,NA,NA,30.5,33,11.18,NA,3.19,9,1.091,NA,138,140.5
2003,"Kaman, Chris",C-PF,83.5,252,25.41,0.163,83.75,110.5,NA,NA,23.5,30.5,11.33,NA,3.37,15,1.003,NA,134,141
2003,"Kapono, Jason",SG-SF,78.5,215,24.53,0.117,78.5,102,NA,NA,23.5,30,11.04,NA,3.38,8,1,NA,125.5,132
2003,"Keep, Jason",C-PF,81.75,270,28.4,0.086,84.5,106.5,NA,NA,29.5,34,11.18,NA,3.3,27,1.034,NA,136,140.5
2003,"King, Bernard",SG-PG,75.75,200,24.5,0.129,77.5,98.5,NA,NA,28,33.5,11.37,NA,3.18,11,1.023,NA,126.5,132
2003,"Knight, Brandin",PG,71.75,190,25.95,0.105,78,95.5,NA,NA,NA,NA,NA,NA,NA,6,1.087,NA,NA,NA
2003,"Korver, Kyle",SF,78.25,211,24.23,0.067,81.5,102.5,NA,NA,25.5,31.5,11.42,NA,3.47,13,1.042,NA,128,134
2003,"Lang, James",C-PF,80.25,316,34.49,0.214,90.25,110,NA,NA,24.5,32,14.01,NA,3.55,8,1.125,NA,134.5,142
2003,"Little, Donald",PF-C,81.5,229,24.24,0.073,87,97,NA,NA,33,37,11.18,NA,3.2,18,1.067,NA,130,134
2003,"Marcus, Chris",C,84,334,33.28,0.231,92,114,NA,NA,NA,NA,NA,NA,NA,12,1.095,NA,NA,NA
2003,"Massie, Chris",PF-C,78.5,259,29.55,0.148,85,106.5,NA,NA,26.5,33,12.48,NA,3.22,13,1.083,NA,133,139.5
2003,"McDonald, Will",C-PF,81.5,258,27.31,0.136,87.5,109.5,NA,NA,25,32.5,11.83,NA,3.42,17,1.074,NA,134.5,142
2003,"Milicic, Darko",PF,83.5,250,25.21,0.08,89,111.5,NA,NA,26.5,32.5,11.3,NA,3.36,13,1.066,NA,138,144
2003,"Newton, Jeff",PF,80,199,21.86,0.053,85,106,NA,NA,27.5,34,11.18,NA,3.23,9,1.063,NA,133.5,140
2003,"Nsonwu-Amadi, Uche",PF-C,79.75,246,27.19,0.06,87.75,106.5,NA,NA,27.5,29,11.83,NA,3.25,21,1.1,NA,134,135.5
2003,"Okyekwe, Ugonna",SF,79.25,228,25.52,0.043,87,109,NA,NA,32,36.5,11.43,NA,3.2,8,1.098,NA,141,145.5
2003,"Parmer, Marlon",PG,72.75,184,24.44,0.093,75.5,97,NA,NA,28,32,NA,NA,3.42,13,1.038,NA,125,129
2003,"Pelle, Stephane",PF-SF,79,246,27.71,0.124,86,107,NA,NA,28.5,33,11.37,NA,3.27,17,1.089,NA,135.5,140
2003,"Penney, Kirk",SG-SF,77,218,25.85,0.08,77.25,97,NA,NA,32,35.5,10.44,NA,3.04,15,1.003,NA,129,132.5
2003,"Podkolzin, Pavel",C,87.5,303,27.82,0.163,89.75,116,NA,NA,19.5,22.5,13.4,NA,3.8,5,1.026,NA,135.5,138.5
2003,"Powell, Josh",PF-SF,80,227,24.93,0.08,85,107.5,NA,NA,32.5,38.5,11.72,NA,3.2,15,1.063,NA,140,146
2003,"Price, Hollis",PG-SG,71.5,165,22.69,0.073,76.5,94.5,NA,NA,27.5,33,10.72,NA,3.25,1,1.07,NA,122,127.5
2003,"Ridnour, Luke",PG,73,167,22.03,0.053,75,95.5,NA,NA,26,32.5,11,NA,3.28,0,1.027,NA,121.5,128
2003,"Shipp, Joe",SG,76,224,27.26,0.117,82,103,NA,NA,29,34.5,11.75,NA,3.2,17,1.079,NA,132,137.5
2003,"Slay, Ron",SF-PF,78,236,27.27,0.163,82,103.5,NA,NA,28.5,31.5,12.01,NA,3.43,10,1.051,NA,132,135
2003,"Smith, Theron",PF-SF,78.5,234,26.7,0.093,82.25,104.5,NA,NA,28.5,32,10.99,NA,3.1,25,1.048,NA,133,136.5
2003,"Smith, Tommy",PF-SF,81,200,21.43,0.067,86.5,107.5,NA,NA,30,33,11.54,NA,3.14,2,1.068,NA,137.5,140.5
2003,"Stone, Marvin",C-PF,81.5,261,27.62,0.174,87.5,109.5,NA,NA,25.5,27.5,12.1,NA,3.5,9,1.074,NA,135,137
2003,"Sweetney, Michael",PF,79.25,262,29.33,0.141,85,107.5,NA,NA,26,31.5,12.9,NA,3.28,3,1.073,NA,133.5,139
2003,"Vujacic, Sasha",PG-SG,77.5,193,22.59,0.141,77.5,101,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA
2003,"Wade, Dwyane",SG-SF,75.75,212,25.97,0.067,82.75,102,NA,NA,31.5,35,10.56,NA,3.08,9,1.092,NA,133.5,137
2003,"Wallace, Wayne",PF,79.25,187,20.93,0.046,86,108,NA,NA,29.5,36,11.85,NA,3.24,6,1.085,NA,137.5,144
2003,"Walton, Luke",SF-PF,79.75,235,25.98,0.093,80.5,104,NA,NA,28,NA,NA,NA,NA,12,1.009,NA,132,NA
2003,"West, David",PF-SF,80.25,226,24.67,0.08,88.25,108.3,NA,NA,28.5,31.5,12.18,NA,3.43,11,1.1,NA,136.8,139.8
2003,"Williams, Mo",PG-SG,72.75,189,25.1,0.067,77.5,98.5,NA,NA,NA,NA,NA,NA,NA,3,1.065,NA,NA,NA
2003,"Wilson, Wesley",C-PF,82.25,257,26.71,0.124,87,110.5,NA,NA,27,30.5,12.19,NA,3.3,20,1.058,NA,137.5,141
2003,"Wrenn, Doug",SF-PF,77.75,220,25.58,0.073,91.5,100.5,NA,NA,34.5,41,11.38,NA,3.17,15,1.177,NA,135,141.5
2003,"Zimmerman, Derrick",PG,73,190,25.06,0.053,81,96.3,NA,NA,34,40.5,11.09,NA,3.1,13,1.11,NA,130.3,136.8
2002,"Archibald, Robert",PF-C,82,250,26.14,NA,83.75,109.5,NA,NA,24,27.5,11.34,NA,3.33,10,1.021,NA,133.5,137
2002,"Baker, Maurice",PG,71.75,178,24.31,NA,76,96,NA,NA,29.5,33,12.19,NA,3.29,2,1.059,NA,125.5,129
2002,"Barnes, Matt",SF,78.75,226,25.62,NA,81,96.5,NA,NA,35.5,40.5,10.68,NA,3.28,11,1.029,NA,132,137
2002,"Barton, Lubos",SF-SG,78.5,221,25.21,NA,84,107,NA,NA,25.5,31.5,11.2,NA,3.31,14,1.07,NA,132.5,138.5
