,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
8075,6858,Derrick Byars,SAS,28,79.0,220.0,Vanderbilt,USA,2007,2,42,2,5.0,5.5,0.5,-7.6,0.134,0.392,0.04,2011-12
11430,6436,Derrick Caracter,LAL,23,81.0,275.0,Texas-El Paso,USA,2010,2,58,41,2.0,1.0,0.2,-8.4,0.196,0.532,0.054,2010-11
1035,172,Derrick Coleman,PHI,30,82.0,260.0,Syracuse,USA,1990,1,1,57,18.1,10.1,3.4,-5.4,0.24,0.518,0.161,1996-97
8018,1756,Derrick Dial,SAS,24,76.0,184.0,Eastern Michigan,USA,1998,2,52,8,5.0,3.3,0.6,10.3,0.256,0.415,0.089,1999-00
1449,8804,Derrick Favors,UTA,24,82.0,265.0,Georgia Tech,USA,2010,1,3,62,16.4,8.1,1.5,1.1,0.239,0.551,0.086,2015-16
5026,10916,Derrick Jones Jr.,MIA,23,78.0,210.0,UNLV,USA,,Undrafted,Undrafted,59,8.5,3.9,1.1,-0.5,0.135,0.62,0.068,2019-20
5304,194,Derrick McKey,IND,30,81.0,205.0,Alabama,USA,1987,1,9,50,8.0,4.8,2.7,-0.2,0.167,0.462,0.154,1996-97
212,6438,Derrick Rose,CHI,22,75.0,190.0,Memphis,USA,2008,1,1,81,25.0,4.1,7.7,8.3,0.319,0.55,0.372,2010-11
6853,11784,Derrick Walton Jr.,DET,27,72.0,185.0,Michigan,USA,,Undrafted,Undrafted,3,6.3,3.3,7.0,0.5,0.142,0.342,0.269,2021-22
1703,11391,Derrick White,SAS,26,76.0,190.0,Colorado,USA,2017,1,29,36,15.4,3.0,3.5,5.1,0.223,0.55,0.168,2020-21
2962,7340,Derrick Williams,MIN,22,80.0,241.0,Arizona,USA,2011,1,2,78,12.0,5.5,0.6,-5.3,0.237,0.515,0.044,2012-13
11400,4415,Derrick Zimmerman,NJN,24,75.0,195.0,Mississippi State,USA,2003,2,40,2,2.0,2.0,3.5,-14.7,0.111,0.667,0.467,2005-06
8825,5431,Desmon Farmer,SAS,27,77.0,220.0,Southern California,USA,,Undrafted,Undrafted,3,4.3,2.0,0.7,5.9,0.173,0.437,0.054,2008-09
479,12478,Desmond Bane,MEM,25,77.0,215.0,TCU,USA,2020,1,30,58,21.5,5.0,4.4,9.0,0.252,0.606,0.202,2022-23
11554,3252,Desmond Ferguson,POR,26,79.0,210.0,Detroit Mercy,USA,,Undrafted,Undrafted,7,1.9,0.6,0.1,20.5,0.239,0.505,0.071,2003-04
1231,3930,Desmond Mason,MIL,27,77.0,222.0,Oklahoma State,USA,2000,1,17,80,17.2,3.9,2.7,-4.3,0.231,0.526,0.127,2004-05
10060,3250,Desmond Penigar,ORL,22,79.0,245.0,Utah State,USA,,Undrafted,Undrafted,10,3.2,2.4,0.3,7.8,0.183,0.538,0.053,2003-04
1320,171,Detlef Schrempf,SEA,34,82.0,235.0,Washington,USA,1985,1,8,61,16.8,6.5,4.4,12.2,0.211,0.592,0.2,1996-97
5803,3249,Devean George,LAL,26,80.0,240.0,Augsburg,USA,1999,1,23,82,7.4,4.0,1.4,4.7,0.16,0.492,0.089,2003-04
73,12479,Devin Booker,PHX,26,77.0,206.0,Kentucky,USA,2015,1,13,53,27.8,4.5,5.5,6.2,0.311,0.601,0.251,2022-23
3159,4771,Devin Brown,NOK,28,77.0,220.0,Texas-San Antonio,USA,,Undrafted,Undrafted,58,11.6,4.3,2.6,-0.8,0.196,0.538,0.143,2006-07
4030,11787,Devin Cannady,ORL,26,74.0,183.0,Princeton,USA,2019,Undrafted,Undrafted,5,10.0,1.2,2.0,-2.6,0.156,0.531,0.102,2021-22
9183,6887,Devin Ebanks,LAL,22,81.0,215.0,West Virginia,USA,2010,2,43,24,4.0,2.3,0.5,-0.9,0.137,0.465,0.043,2011-12
10244,169,Devin Gray,SAS,25,79.0,240.0,Clemson,USA,1995,Undrafted,Undrafted,6,3.0,2.3,0.3,-42.1,0.263,0.319,0.071,1996-97
12429,4410,Devin Green,LAL,23,79.0,212.0,Hampton,USA,,Undrafted,Undrafted,27,0.9,0.9,0.3,-16.1,0.144,0.336,0.097,2005-06
497,5444,Devin Harris,NJN,26,75.0,185.0,Wisconsin,USA,2004,1,5,69,21.3,3.3,6.9,-2.0,0.279,0.563,0.332,2008-09
6457,10326,Devin Robinson,WAS,24,80.0,200.0,Florida,USA,,Undrafted,Undrafted,7,6.7,2.9,0.9,-1.7,0.176,0.616,0.095,2018-19
978,12480,Devin Vassell,SAS,22,77.0,200.0,Florida State,USA,2020,1,11,38,18.5,3.9,3.6,-11.7,0.24,0.55,0.173,2022-23
10798,11778,Devon Dotson,CHI,22,73.0,185.0,Kansas,USA,,Undrafted,Undrafted,11,2.6,0.8,1.4,-2.4,0.156,0.538,0.283,2021-22
11712,10890,Devon Hall,OKC,24,77.0,215.0,Virginia,USA,2018,2,53,11,1.8,0.6,1.2,3.8,0.182,0.298,0.217,2019-20
7122,10889,Devontae Cacok,LAL,23,80.0,240.0,North Carolina-Wilmington,USA,,Undrafted,Undrafted,1,6.0,5.0,1.0,22.7,0.222,0.5,0.125,2019-20
1030,10888,Devonte' Graham,CHA,25,73.0,195.0,Kansas,USA,2018,2,34,63,18.2,3.4,7.5,-4.5,0.243,0.537,0.345,2019-20
11104,8373,Devyn Marble,ORL,22,78.0,200.0,Iowa,USA,2014,2,56,16,2.3,1.9,1.1,-1.8,0.124,0.362,0.102,2014-15
11126,10887,Dewan Hernandez,TOR,23,82.0,235.0,Miami,USA,2019,2,59,6,2.3,2.3,0.5,17.2,0.257,0.432,0.125,2019-20
3590,10328,Dewayne Dedmon,ATL,29,84.0,245.0,USC,USA,,Undrafted,Undrafted,64,10.8,7.5,1.4,-4.1,0.166,0.602,0.079,2018-19
10921,148,Dexter Boney,PHX,27,76.0,185.0,Nevada-Las Vegas,USA,,Undrafted,Undrafted,8,2.4,0.8,0.0,-19.6,0.231,0.422,0.0,1996-97
10317,6912,Dexter Pittman,MIA,24,83.0,285.0,Texas,USA,2010,2,32,35,3.0,2.0,0.3,4.1,0.186,0.498,0.049,2011-12
7303,9929,Deyonta Davis,MEM,21,83.0,237.0,Michigan State,USA,2016,2,31,62,5.8,4.0,0.6,-8.3,0.144,0.621,0.068,2017-18
12062,9528,Diamond Stone,LAC,20,83.0,255.0,Maryland,USA,2016,2,40,7,1.4,0.9,0.0,-58.7,0.324,0.339,0.0,2016-17
9746,7813,Diante Garrett,UTA,25,76.0,190.0,Iowa State,USA,,Undrafted,Undrafted,71,3.5,1.4,1.7,-6.1,0.152,0.459,0.183,2013-14
4563,885,Dickey Simpkins,CHI,27,81.0,264.0,Providence,USA,1994,1,21,50,9.1,6.8,1.3,-10.0,0.162,0.528,0.082,1998-99
9344,11774,Didi Louzada,POR,22,77.0,188.0,,Brazil,2019,2,35,9,3.9,1.9,0.6,-29.1,0.13,0.517,0.07,2021-22
10541,4386,Dijon Thompson,PHX,23,79.0,195.0,UCLA,USA,2005,2,54,10,2.8,1.1,0.1,-8.7,0.272,0.541,0.042,2005-06
2355,837,Dikembe Mutombo,ATL,32,86.0,261.0,Georgetown,Congo,1991,1,4,82,13.4,11.4,1.0,8.0,0.18,0.584,0.048,1997-98
988,11773,Dillon Brooks,MEM,26,79.0,225.0,Oregon,Canada,2017,2,45,32,18.4,3.2,2.8,11.0,0.283,0.515,0.147,2021-22
2117,151,Dino Radja,BOS,30,83.0,225.0,,USA,1989,2,40,25,14.0,8.4,1.9,-3.3,0.227,0.471,0.092,1996-97
4164,3025,Dion Glover,ATL,24,77.0,228.0,Georgia Tech,USA,1999,1,20,76,9.7,3.7,1.9,1.0,0.203,0.512,0.127,2002-03
1567,7814,Dion Waiters,CLE,22,76.0,225.0,Syracuse,USA,2012,1,4,70,15.9,2.8,3.0,-2.5,0.269,0.508,0.183,2013-14
11096,7815,Dionte Christmas,PHX,27,77.0,205.0,Temple,USA,,Undrafted,Undrafted,31,2.3,1.2,0.3,-4.9,0.17,0.489,0.067,2013-14
126,4384,Dirk Nowitzki,DAL,28,84.0,245.0,,Germany,1998,1,9,81,26.6,9.0,2.8,8.6,0.301,0.589,0.142,2005-06
646,11199,Domantas Sabonis,IND,25,83.0,240.0,Gonzaga,Lithuania,2016,1,11,62,20.3,12.0,6.7,-1.9,0.239,0.601,0.283,2020-21
8604,5437,Dominic McGuire,WAS,23,81.0,220.0,Fresno State,USA,2007,2,47,79,4.5,5.4,2.5,-9.4,0.101,0.483,0.137,2008-09
9348,12486,Dominick Barlow,SAS,20,81.0,215.0,,USA,,Undrafted,Undrafted,28,3.9,3.6,0.9,-10.7,0.107,0.567,0.079,2022-23
9188,7348,Dominique Jones,DAL,24,77.0,215.0,South Florida,USA,2010,1,25,29,4.0,1.6,2.9,-3.0,0.23,0.438,0.403,2012-13
1012,152,Dominique Wilkins,SAS,37,80.0,230.0,Georgia,USA,1982,1,3,63,18.2,6.4,1.9,-10.3,0.297,0.517,0.118,1996-97
3496,153,Don MacLean,PHI,27,82.0,235.0,UCLA,USA,1992,1,19,37,10.9,3.8,1.0,-5.9,0.264,0.493,0.091,1996-97
7906,890,Don Reid,DET,25,80.0,250.0,Georgetown,USA,1995,2,58,47,5.1,3.6,0.7,5.5,0.123,0.58,0.057,1998-99
9682,155,Donald Royal,CHH,31,80.0,218.0,Notre Dame,USA,1987,3,52,62,3.5,2.5,0.4,-4.6,0.131,0.552,0.047,1996-97
5832,8369,Donald Sloan,IND,27,75.0,205.0,Texas A&M,USA,,Undrafted,Undrafted,53,7.4,2.7,3.6,-4.8,0.185,0.503,0.291,2014-15
11138,156,Donald Whiteside,TOR,28,70.0,160.0,Northern Illinois,USA,,Undrafted,Undrafted,27,2.2,0.4,1.3,-12.4,0.134,0.479,0.234,1996-97
2964,8368,Donatas Motiejunas,HOU,24,84.0,255.0,,Lithuania,2011,1,20,71,12.0,5.9,1.8,2.6,0.193,0.553,0.109,2014-15
10638,4383,Donell Taylor,WAS,23,77.0,183.0,Alabama-Birmingham,USA,,Undrafted,Undrafted,51,2.7,1.0,0.9,2.8,0.188,0.452,0.17,2005-06
5401,3022,Donnell Harvey,DEN,22,80.0,220.0,Florida,USA,2000,1,22,77,7.9,5.3,1.3,-11.7,0.211,0.486,0.125,2002-03
10803,157,Donnie Boyce,ATL,23,77.0,196.0,Colorado,USA,1995,2,42,22,2.5,0.7,0.6,-10.3,0.244,0.378,0.146,1996-97
10128,158,Donny Marshall,CLE,24,79.0,230.0,Connecticut,USA,1995,2,39,56,3.1,1.3,0.4,-8.7,0.19,0.476,0.085,1996-97
60,12487,Donovan Mitchell,CLE,26,73.0,215.0,Louisville,USA,2017,1,13,68,28.3,4.3,4.4,5.9,0.31,0.614,0.205,2022-23
11521,12488,Donovan Williams,ATL,21,78.0,190.0,UNLV,USA,,Undrafted,Undrafted,2,2.0,1.0,0.0,60.0,0.385,0.4,0.0,2022-23
7513,11201,Donta Hall,ORL,23,82.0,230.0,Alabama,USA,,Undrafted,Undrafted,13,5.6,4.8,0.8,-6.5,0.135,0.731,0.102,2020-21
9943,3940,Donta Smith,ATL,21,79.0,215.0,Southeastern Illinois,USA,2004,2,34,38,3.3,1.4,1.0,-6.1,0.162,0.473,0.141,2004-05
10398,832,Dontae' Jones,BOS,23,80.0,220.0,Mississippi State,USA,1996,1,21,15,2.9,0.6,0.3,-7.1,0.289,0.386,0.089,1997-98
3773,11202,Donte DiVincenzo,MIL,24,76.0,203.0,Villanova,USA,2018,1,17,66,10.4,5.8,3.1,8.1,0.163,0.542,0.137,2020-21
12797,10138,Donte Grantham,OKC,24,80.0,215.0,Clemson,USA,,Undrafted,Undrafted,3,0.0,0.0,0.0,-53.3,0.333,0.0,0.0,2018-19
5001,5975,Donte Greene,SAC,22,83.0,226.0,Syracuse,USA,2008,1,28,76,8.5,3.1,0.9,-4.2,0.193,0.526,0.067,2009-10
8296,5439,Dontell Jefferson,CHA,25,77.0,195.0,Arkansas,USA,,Undrafted,Undrafted,6,4.8,2.0,1.5,-5.1,0.186,0.559,0.231,2008-09
8552,159,Dontonio Wingfield,POR,23,80.0,256.0,Cincinnati,USA,1994,2,37,47,4.5,2.9,1.0,1.3,0.204,0.501,0.14,1996-97
1681,830,Donyell Marshall,GSW,25,81.0,230.0,Connecticut,USA,1994,1,4,73,15.4,8.6,2.2,-9.5,0.221,0.474,0.109,1997-98
1441,6390,Dorell Wright,GSW,25,81.0,205.0,,USA,2004,1,19,82,16.4,5.3,3.0,-2.1,0.192,0.539,0.114,2010-11
3492,11790,Dorian Finney-Smith,DAL,29,79.0,220.0,Florida,USA,,Undrafted,Undrafted,80,11.0,4.7,1.9,4.4,0.138,0.604,0.08,2021-22
9646,7820,Doron Lamb,ORL,22,76.0,200.0,Kentucky,USA,2012,2,42,53,3.6,0.9,0.8,-0.6,0.134,0.543,0.093,2013-14
1398,829,Doug Christie,TOR,28,78.0,205.0,Pepperdine,USA,1992,1,17,78,16.5,5.2,3.6,-7.6,0.216,0.53,0.16,1997-98
2302,11203,Doug McDermott,IND,29,79.0,225.0,Creighton,USA,2014,1,11,66,13.6,3.3,1.3,-1.8,0.194,0.635,0.075,2020-21
7048,1997,Doug Overton,NJN,31,75.0,190.0,La Salle,USA,1991,2,40,21,6.0,1.9,3.4,-9.5,0.168,0.428,0.246,2000-01
5460,163,Doug West,MIN,30,78.0,220.0,Villanova,USA,1989,2,38,68,7.8,2.2,1.7,-3.1,0.143,0.505,0.092,1996-97
6461,10885,Dragan Bender,GSW,22,84.0,249.0,,Croatia,2016,1,4,16,6.7,4.6,1.8,1.1,0.18,0.545,0.142,2019-20
10941,2003,Dragan Tarlac,CHI,28,83.0,270.0,,USA,1995,2,31,43,2.4,2.8,0.7,-17.5,0.118,0.454,0.087,2000-01
2145,8636,Draymond Green,GSW,26,79.0,230.0,Michigan State,USA,2012,2,35,81,14.0,9.5,7.4,18.9,0.186,0.587,0.277,2015-16
10722,1741,Drew Barry,ATL,27,77.0,191.0,Georgia Tech,USA,1996,2,57,16,2.6,0.8,2.1,-9.6,0.132,0.582,0.33,1999-00
5613,11802,Drew Eubanks,POR,25,81.0,245.0,Oregon State,USA,,Undrafted,Undrafted,71,7.7,5.4,1.2,-12.8,0.171,0.638,0.107,2021-22
1988,3925,Drew Gooden,CLE,23,82.0,242.0,Kansas,USA,2002,1,4,82,14.4,9.2,1.6,2.0,0.218,0.548,0.088,2004-05
11590,8363,Drew Gordon,PHI,24,81.0,245.0,New Mexico,USA,,Undrafted,Undrafted,9,1.9,2.0,0.2,-22.9,0.159,0.428,0.044,2014-15
10496,12517,Dru Smith,BKN,25,75.0,203.0,Missouri,USA,,Undrafted,Undrafted,15,2.9,1.6,1.5,-8.8,0.133,0.475,0.206,2022-23
10710,164,Duane Causwell,SAC,29,84.0,240.0,Temple,USA,1990,1,18,46,2.6,2.8,0.4,-11.8,0.111,0.535,0.056,1996-97
6652,165,Duane Ferrell,IND,32,79.0,215.0,Georgia Tech,USA,,Undrafted,Undrafted,62,6.4,2.3,1.1,2.3,0.181,0.521,0.1,1996-97
4087,11801,Duane Washington Jr.,IND,22,75.0,197.0,Ohio State,Germany,,Undrafted,Undrafted,48,9.9,1.7,1.8,-5.9,0.214,0.521,0.128,2021-22
7102,8638,Duje Dukan,SAC,24,81.0,220.0,Wisconsin,Croatia,,Undrafted,Undrafted,1,6.0,4.0,1.0,-18.1,0.16,0.3,0.067,2015-16
2340,10897,Duncan Robinson,MIA,26,79.0,215.0,Michigan,USA,,Undrafted,Undrafted,73,13.5,3.2,1.4,7.5,0.157,0.684,0.068,2019-20
7124,10914,Dusty Hannahs,MEM,26,75.0,210.0,Arkansas,USA,2017,Undrafted,Undrafted,2,6.0,0.5,0.0,17.2,0.286,0.607,0.0,2019-20
3545,11208,Dwayne Bacon,ORL,25,78.0,221.0,Florida State,USA,2017,2,40,72,10.9,3.1,1.3,-11.4,0.193,0.49,0.08,2020-21
11416,5443,Dwayne Jones,CHA,26,82.0,251.0,Saint Joseph's,USA,,Undrafted,Undrafted,6,2.0,2.0,0.0,6.6,0.124,0.622,0.0,2008-09
11027,166,Dwayne Schintzius,LAC,28,85.0,260.0,Florida,USA,1990,1,24,15,2.3,1.5,0.3,12.3,0.175,0.43,0.048,1996-97
4872,8362,Dwight Buycks,LAL,26,75.0,190.0,Marquette,USA,,Undrafted,Undrafted,6,8.7,2.0,2.3,-13.6,0.21,0.586,0.206,2014-15
338,6392,Dwight Howard,ORL,25,83.0,265.0,,USA,2004,1,1,78,22.9,14.1,1.4,8.6,0.272,0.616,0.067,2010-11
3675,10148,Dwight Powell,DAL,27,83.0,240.0,Stanford,Canada,2014,2,45,77,10.6,5.3,1.5,0.9,0.167,0.682,0.101,2018-19
23,5467,Dwyane Wade,MIA,27,76.0,216.0,Marquette,USA,2003,1,5,79,30.2,5.0,7.5,3.6,0.356,0.574,0.377,2008-09
7887,11210,Dylan Windler,CLE,24,78.0,196.0,Belmont,USA,2019,1,26,31,5.2,3.5,1.1,-6.5,0.14,0.567,0.089,2020-21
9461,12545,Dyson Daniels,NOP,20,79.0,199.0,,Australia,2022,1,8,59,3.8,3.2,2.3,0.4,0.113,0.503,0.172,2022-23
8339,10910,Dzanan Musa,BKN,21,81.0,217.0,,Bosnia and Herzegovina,2018,1,29,40,4.8,2.2,1.1,-2.5,0.193,0.484,0.131,2019-20
2735,10052,E'Twaun Moore,NOP,29,76.0,191.0,Purdue,USA,2011,2,55,82,12.5,2.9,2.3,2.6,0.158,0.593,0.099,2017-18
3112,5969,Earl Barron,NYK,28,84.0,250.0,Memphis,USA,,Undrafted,Undrafted,7,11.7,11.0,1.1,1.1,0.179,0.508,0.05,2009-10
1928,4781,Earl Boykins,MIL,31,65.0,133.0,Eastern Michigan,USA,,Undrafted,Undrafted,66,14.6,2.1,4.4,-5.9,0.213,0.548,0.241,2006-07
5912,7461,Earl Clark,LAL,25,82.0,225.0,Louisville,USA,2009,1,14,59,7.3,5.5,1.1,-2.6,0.159,0.51,0.073,2012-13
12463,167,Earl Cureton,TOR,39,81.0,210.0,Detroit Mercy,USA,1979,3,58,9,0.8,1.0,0.4,-2.1,0.103,0.376,0.148,1996-97
3619,4891,Earl Watson,SEA,29,73.0,185.0,UCLA,USA,2001,2,39,78,10.7,2.9,6.8,-10.1,0.188,0.517,0.359,2007-08
5147,8355,Ed Davis,LAL,26,82.0,240.0,North Carolina,USA,2010,1,13,79,8.3,7.6,1.2,-7.4,0.147,0.594,0.082,2014-15
5620,823,Ed Gray,ATL,22,75.0,210.0,California,USA,1997,1,22,30,7.6,1.5,1.1,-8.3,0.248,0.492,0.132,1997-98
9468,168,Ed O'Bannon,DAL,24,80.0,222.0,UCLA,USA,1995,1,9,64,3.7,2.3,0.6,-8.7,0.167,0.399,0.077,1996-97
10920,98,Ed Pinckney,MIA,34,81.0,240.0,Villanova,USA,1985,1,10,27,2.4,2.4,0.2,-11.2,0.127,0.611,0.04,1996-97
12466,822,Ed Stokes,TOR,26,84.0,264.0,Arizona,USA,1993,2,35,4,0.8,1.0,0.3,-47.4,0.134,0.387,0.125,1997-98
11296,4348,Eddie Basden,CHI,23,77.0,215.0,North Carolina-Charlotte,USA,,Undrafted,Undrafted,19,2.1,1.5,0.4,10.2,0.162,0.471,0.094,2005-06
8027,2438,Eddie Gill,MEM,23,72.0,190.0,Weber State,USA,,Undrafted,Undrafted,23,5.0,1.2,2.1,-20.5,0.179,0.531,0.262,2001-02
4772,2437,Eddie Griffin,HOU,20,82.0,220.0,Seton Hall,USA,2001,1,7,73,8.8,5.7,0.7,-5.2,0.183,0.456,0.049,2001-02
4112,4345,Eddie House,PHX,28,73.0,175.0,Arizona State,USA,2000,2,37,81,9.8,1.6,1.8,3.7,0.272,0.512,0.17,2005-06
5037,834,Eddie Johnson,HOU,39,79.0,215.0,Illinois,USA,1981,2,29,75,8.4,2.0,1.2,-3.9,0.202,0.524,0.103,1997-98
672,1736,Eddie Jones,CHH,28,78.0,200.0,Temple,USA,1994,1,10,72,20.1,4.8,4.2,6.3,0.236,0.555,0.191,1999-00
4647,2434,Eddie Robinson,CHI,26,81.0,205.0,Central Oklahoma,USA,,Undrafted,Undrafted,29,9.0,2.7,1.3,-11.7,0.212,0.489,0.097,2001-02
781,4795,Eddy Curry,NYK,24,83.0,285.0,,USA,2001,1,4,81,19.5,7.0,0.8,-6.0,0.258,0.603,0.045,2006-07
5775,11213,Edmond Sumner,IND,25,76.0,196.0,Xavier,USA,2017,2,52,53,7.5,1.8,0.9,-0.4,0.176,0.626,0.075,2020-21
6406,3040,Eduardo Najera,DAL,26,80.0,235.0,Oklahoma,Mexico,2000,2,38,48,6.7,4.6,1.0,13.9,0.121,0.59,0.06,2002-03
9733,6894,Edwin Ubiles,WAS,25,78.0,204.0,Siena,Puerto Rico,,Undrafted,Undrafted,4,3.5,2.5,0.3,-18.9,0.189,0.362,0.036,2011-12
9216,9533,Edy Tavares,CLE,25,87.0,265.0,,Cabo Verde,2014,2,43,2,4.0,5.5,0.5,15.2,0.137,0.633,0.071,2016-17
11944,3063,Efthimios Rentzias,PHI,27,83.0,250.0,,Greece,1996,1,23,35,1.5,0.7,0.2,-12.0,0.2,0.413,0.086,2002-03
7478,6893,Ekpe Udoh,MIL,25,82.0,245.0,Baylor,USA,2010,1,6,61,5.6,4.2,0.9,8.4,0.141,0.493,0.064,2011-12
1829,47,Elden Campbell,LAL,28,84.0,250.0,Clemson,USA,1990,1,27,77,14.9,8.0,1.6,3.3,0.222,0.52,0.087,1996-97
4429,851,Eldridge Recasner,ATL,30,76.0,190.0,Washington,USA,1992,Undrafted,Undrafted,59,9.3,2.4,2.0,-1.9,0.186,0.563,0.143,1997-98
2611,9513,Elfrid Payton,ORL,23,76.0,185.0,Louisiana-Lafayette,USA,2014,1,10,82,12.8,4.7,6.5,-2.7,0.213,0.52,0.329,2016-17
12763,7657,Elias Harris,LAL,24,80.0,239.0,Gonzaga,Germany,,Undrafted,Undrafted,2,0.0,0.5,0.5,-14.3,0.036,0.0,0.091,2013-14
7401,10156,Elie Okobo,PHX,21,75.0,190.0,,France,2018,2,31,53,5.7,1.8,2.4,-9.9,0.168,0.489,0.198,2018-19
1548,11215,Elijah Bryant,MIL,26,77.0,210.0,Brigham Young,USA,,Undrafted,Undrafted,1,16.0,6.0,3.0,14.0,0.231,0.559,0.13,2020-21
9774,11794,Elijah Hughes,POR,24,77.0,215.0,Syracuse,USA,2020,2,39,36,3.5,1.6,0.6,-23.7,0.158,0.426,0.079,2021-22
7774,8381,Elijah Millsap,UTA,27,78.0,215.0,Alabama-Birmingham,USA,,Undrafted,Undrafted,47,5.3,3.2,1.2,5.6,0.17,0.45,0.101,2014-15
5874,868,Elliot Perry,MIL,29,72.0,152.0,Memphis,USA,1991,2,37,81,7.3,1.3,2.8,-6.4,0.194,0.485,0.233,1997-98
7092,7658,Elliot Williams,PHI,25,77.2,189.6,Memphis,USA,2010,1,22,67,6.0,1.9,1.1,-14.9,0.168,0.519,0.104,2013-14
10918,27,Elmer Bennett,DEN,27,72.0,170.0,Notre Dame,USA,1992,2,38,9,2.4,0.4,1.2,-7.4,0.187,0.47,0.216,1996-97
12683,28,Elmore Spencer,SEA,27,84.0,270.0,Nevada-Las Vegas,USA,1992,1,25,1,0.0,0.0,0.0,-147.5,0.126,0.0,0.0,1996-97
221,4350,Elton Brand,LAC,27,80.0,254.0,Duke,USA,1999,1,1,79,24.7,10.0,2.6,3.4,0.276,0.58,0.127,2005-06
6493,2427,Emanual Davis,ATL,33,77.0,195.0,Delaware State,USA,,Undrafted,Undrafted,28,6.6,2.6,2.4,-8.4,0.151,0.449,0.145,2001-02
10007,10157,Emanuel Terry,MIA,22,81.0,220.0,,USA,,Undrafted,Undrafted,3,3.3,2.3,0.7,5.6,0.183,0.571,0.125,2018-19
1778,3945,Emeka Okafor,CHA,22,82.0,252.0,Connecticut,USA,2004,1,2,73,15.1,10.9,0.9,-7.3,0.217,0.479,0.042,2004-05
1884,10158,Emmanuel Mudiay,NYK,23,77.0,200.0,,Democratic Republic of the Congo,2015,1,7,59,14.8,3.3,3.9,-10.8,0.248,0.531,0.242,2018-19
9571,11791,Enes Freedom,BOS,30,82.0,250.0,,Turkey,2011,1,3,35,3.7,4.6,0.2,7.8,0.129,0.585,0.027,2021-22
1670,8410,Enes Kanter,OKC,23,83.0,245.0,Kentucky,Turkey,2011,1,3,75,15.5,8.9,0.7,-2.6,0.241,0.564,0.044,2014-15
12080,30,Ennis Whatley,POR,34,75.0,177.0,Alabama,USA,1983,1,13,3,1.3,1.0,1.0,-57.4,0.115,0.5,0.375,1996-97
527,9509,Eric Bledsoe,PHX,27,73.0,205.0,Kentucky,USA,2010,1,18,66,21.1,4.8,6.3,-4.1,0.28,0.563,0.309,2016-17
9417,6857,Eric Dawson,SAS,27,81.0,250.0,Midwestern State,USA,,Undrafted,Undrafted,4,3.8,2.5,0.0,-24.1,0.174,0.582,0.0,2011-12
383,6405,Eric Gordon,LAC,22,75.0,215.0,Indiana,USA,2008,1,7,56,22.3,2.9,4.4,-1.7,0.262,0.566,0.197,2010-11
11724,31,Eric Leckner,VAN,31,83.0,265.0,Wyoming,USA,1988,1,17,20,1.7,1.8,0.3,-3.9,0.175,0.444,0.067,1996-97
8393,5959,Eric Maynor,OKC,23,75.0,175.0,Virginia Commonwealth,USA,2009,1,20,81,4.7,1.6,3.3,2.8,0.174,0.478,0.339,2009-10
7123,10900,Eric Mika,SAC,25,82.0,233.0,Brigham Young,USA,2017,Undrafted,Undrafted,1,6.0,7.0,0.0,19.5,0.089,0.773,0.0,2019-20
10708,32,Eric Mobley,VAN,27,83.0,235.0,Pittsburgh,USA,1994,1,18,28,2.6,2.1,0.5,-15.4,0.158,0.472,0.076,1996-97
8664,33,Eric Montross,NJN,25,84.0,270.0,North Carolina,USA,1994,1,9,78,4.4,6.6,0.8,-6.6,0.112,0.452,0.05,1996-97
11330,10043,Eric Moreland,DET,26,82.0,238.0,Oregon State,USA,,Undrafted,Undrafted,67,2.1,4.1,1.2,1.1,0.097,0.531,0.141,2017-18
5385,958,Eric Murdock,NJN,31,73.0,190.0,Providence,USA,1991,1,21,15,7.9,2.3,4.4,-3.3,0.171,0.474,0.289,1998-99
2154,10899,Eric Paschall,GSW,23,78.0,255.0,Villanova,USA,2019,2,41,60,14.0,4.6,2.1,-10.6,0.207,0.571,0.126,2019-20
3279,871,Eric Piatkowski,LAC,27,79.0,215.0,Nebraska,USA,1994,1,15,67,11.3,3.5,1.3,-8.3,0.184,0.591,0.084,1997-98
9587,872,Eric Riley,DAL,28,84.0,245.0,Michigan,USA,1993,2,33,39,3.6,3.4,0.6,-6.3,0.16,0.461,0.065,1997-98
2543,3058,Eric Snow,PHI,30,75.0,204.0,Michigan State,USA,1995,2,43,82,12.9,3.7,6.6,1.0,0.168,0.546,0.278,2002-03
5543,874,Eric Washington,DEN,24,76.0,190.0,Alabama,USA,1997,2,46,66,7.7,1.9,1.2,-18.1,0.176,0.478,0.093,1997-98
729,875,Eric Williams,DEN,25,80.0,220.0,Providence,USA,1995,1,14,4,19.8,5.3,3.0,-7.6,0.257,0.489,0.143,1997-98
10151,2422,Erick Barkley,POR,24,73.0,177.0,St. John's (NY),USA,2000,1,28,19,3.1,0.9,1.8,1.2,0.175,0.401,0.238,2001-02
2799,3280,Erick Dampier,GSW,28,83.0,265.0,Mississippi State,USA,1996,1,10,74,12.3,12.0,0.8,-0.5,0.178,0.573,0.044,2003-04
9861,8406,Erick Green,DEN,24,76.0,185.0,Virginia Tech,USA,2013,2,46,43,3.4,0.7,0.9,-11.0,0.186,0.436,0.165,2014-15
